Country,Week,Alpha,Beta,Delta,Omicron BA.1,Omicron BA.2,Other_variants,Total
CHL,202008,0,0,0,0,0,1,1
CHL,202010,0,0,0,0,0,9,9
CHL,202011,0,0,0,0,0,41,41
CHL,202012,0,0,0,0,0,99,99
CHL,202013,0,0,0,0,0,70,70
CHL,202014,0,0,0,0,0,65,65
CHL,202015,0,0,0,0,0,36,36
CHL,202016,0,0,0,0,0,15,15
CHL,202017,0,0,0,0,0,35,35
CHL,202018,0,0,0,0,0,78,78
CHL,202019,0,0,0,0,0,22,22
CHL,202020,0,0,0,0,0,71,71
CHL,202021,0,0,0,0,0,20,20
CHL,202022,0,0,0,0,0,44,44
CHL,202023,0,0,0,0,0,68,68
CHL,202024,0,0,0,0,0,3,3
CHL,202025,0,0,0,0,0,5,5
CHL,202026,0,0,0,0,0,45,45
CHL,202027,0,0,0,0,0,16,16
CHL,202028,0,0,0,0,0,3,3
CHL,202029,0,0,0,0,0,30,30
CHL,202030,0,0,0,0,0,27,27
CHL,202031,0,0,0,0,0,11,11
CHL,202032,0,0,0,0,0,9,9
CHL,202033,0,0,0,0,0,15,15
CHL,202034,0,0,0,0,0,45,45
CHL,202035,0,0,0,0,0,10,10
CHL,202036,0,0,0,0,0,38,38
CHL,202037,0,0,0,0,0,20,20
CHL,202038,0,0,0,0,0,8,8
CHL,202039,0,0,0,0,0,26,26
CHL,202040,0,0,0,0,0,30,30
CHL,202041,0,0,0,0,0,46,46
CHL,202042,0,0,0,0,0,37,37
CHL,202043,0,0,0,0,0,7,7
CHL,202044,0,0,0,0,0,14,14
CHL,202046,0,0,0,0,0,13,13
CHL,202047,0,0,0,0,0,4,4
CHL,202048,0,0,0,0,0,1,1
CHL,202049,0,0,0,0,0,4,4
CHL,202050,0,0,0,0,0,11,11
CHL,202051,0,0,0,0,0,17,17
CHL,202052,1,0,0,0,0,40,41
CHL,202053,8,0,1,0,0,32,41
CHL,202101,3,0,0,0,0,50,53
CHL,202102,0,0,0,0,0,44,44
CHL,202103,0,0,0,0,0,22,22
CHL,202104,0,0,0,0,0,22,22
CHL,202105,1,0,0,0,0,29,30
CHL,202106,2,0,0,0,0,41,43
CHL,202107,1,0,0,0,0,47,48
CHL,202108,5,0,0,0,0,51,56
CHL,202109,6,0,0,0,0,26,32
CHL,202110,5,0,0,0,0,52,57
CHL,202111,6,0,0,0,0,80,86
CHL,202112,4,0,0,0,0,96,100
CHL,202113,15,0,0,0,0,124,139
CHL,202114,14,2,0,0,0,170,186
CHL,202115,8,0,0,0,0,152,160
CHL,202116,12,0,0,0,0,246,258
CHL,202117,8,0,0,0,0,301,309
CHL,202118,13,0,0,0,0,320,333
CHL,202119,8,0,0,0,0,286,294
CHL,202120,6,1,0,0,0,201,208
CHL,202121,8,0,0,0,0,213,221
CHL,202122,5,0,0,0,0,249,254
CHL,202123,7,0,0,0,0,336,343
CHL,202124,5,0,2,0,0,360,367
CHL,202125,6,1,2,0,0,380,389
CHL,202126,3,0,9,0,0,462,474
CHL,202127,4,0,9,0,0,369,382
CHL,202128,3,0,9,0,0,330,342
CHL,202129,4,0,18,0,0,228,250
CHL,202130,6,0,33,0,0,308,347
CHL,202131,3,0,40,0,0,420,463
CHL,202132,5,0,85,0,0,423,513
CHL,202133,1,0,101,0,0,298,400
CHL,202134,3,0,147,0,0,382,532
CHL,202135,1,0,244,0,0,356,601
CHL,202136,0,0,400,0,0,249,649
CHL,202137,0,0,442,0,0,141,583
CHL,202138,0,0,813,0,0,144,957
CHL,202139,0,0,825,0,0,88,913
CHL,202140,0,0,692,0,0,43,735
CHL,202141,0,0,606,0,0,34,640
CHL,202142,0,0,648,0,0,12,660
CHL,202143,0,0,632,0,0,10,642
CHL,202144,0,0,570,0,0,13,583
CHL,202145,0,0,431,0,0,4,435
CHL,202146,0,0,340,0,0,2,342
CHL,202147,0,0,268,0,0,6,274
CHL,202148,0,0,205,0,0,1,206
CHL,202149,0,0,245,21,0,12,278
CHL,202150,0,0,354,126,0,77,557
CHL,202151,0,0,246,393,0,283,922
CHL,202152,0,0,125,229,0,347,701
CHL,202201,0,0,64,274,0,214,552
CHL,202202,0,0,39,143,0,210,392
CHL,202203,0,0,6,70,0,168,244
CHL,202204,0,0,4,79,2,146,231
CHL,202205,0,0,0,82,3,138,223
CHL,202206,0,0,0,57,1,113,171
