Country,Week,Age_group,Alpha,Beta,Delta,Omicron,Other_variants,Total
BEL,202006,10 – 20,0,0,0,0,1,1
BEL,202006,50 – 60,0,0,0,0,1,1
BEL,202007,20 – 30,0,0,0,0,1,1
BEL,202009,40 – 50,0,0,0,0,1,1
BEL,202010,10 – 20,0,0,0,0,13,13
BEL,202010,20 – 30,0,0,0,0,13,13
BEL,202010,30 – 40,0,0,0,0,18,18
BEL,202010,40 – 50,0,0,0,0,29,29
BEL,202010,5 – 10,0,0,0,0,1,1
BEL,202010,50 – 60,0,0,0,0,24,24
BEL,202010,60 – 70,0,0,0,0,7,7
BEL,202010,70 – 80,0,0,0,0,2,2
BEL,202010,>= 80,0,0,0,0,1,1
BEL,202011,20 – 30,0,0,0,0,4,4
BEL,202011,30 – 40,0,0,0,0,4,4
BEL,202011,40 – 50,0,0,0,0,6,6
BEL,202011,50 – 60,0,0,0,0,8,8
BEL,202011,60 – 70,0,0,0,0,1,1
BEL,202011,70 – 80,0,0,0,0,6,6
BEL,202011,>= 80,0,0,0,0,3,3
BEL,202012,20 – 30,0,0,0,0,11,11
BEL,202012,30 – 40,0,0,0,0,12,12
BEL,202012,40 – 50,0,0,0,0,5,5
BEL,202012,50 – 60,0,0,0,0,11,11
BEL,202012,60 – 70,0,0,0,0,10,10
BEL,202012,70 – 80,0,0,0,0,11,11
BEL,202012,>= 80,0,0,0,0,10,10
BEL,202013,10 – 20,0,0,0,0,1,1
BEL,202013,20 – 30,0,0,0,0,12,12
BEL,202013,30 – 40,0,0,0,0,25,25
BEL,202013,40 – 50,0,0,0,0,26,26
BEL,202013,50 – 60,0,0,0,0,38,38
BEL,202013,60 – 70,0,0,0,0,32,32
BEL,202013,70 – 80,0,0,0,0,35,35
BEL,202013,>= 80,0,0,0,0,37,37
BEL,202014,10 – 20,0,0,0,0,1,1
BEL,202014,20 – 30,0,0,0,0,19,19
BEL,202014,30 – 40,0,0,0,0,23,23
BEL,202014,40 – 50,0,0,0,0,27,27
BEL,202014,50 – 60,0,0,0,0,28,28
BEL,202014,60 – 70,0,0,0,0,24,24
BEL,202014,70 – 80,0,0,0,0,22,22
BEL,202014,>= 80,0,0,0,0,33,33
BEL,202015,10 – 20,0,0,0,0,2,2
BEL,202015,20 – 30,0,0,0,0,18,18
BEL,202015,30 – 40,0,0,0,0,15,15
BEL,202015,40 – 50,0,0,0,0,22,22
BEL,202015,50 – 60,0,0,0,0,15,15
BEL,202015,60 – 70,0,0,0,0,10,10
BEL,202015,70 – 80,0,0,0,0,18,18
BEL,202015,>= 80,0,0,0,0,38,38
BEL,202016,20 – 30,0,0,0,0,6,6
BEL,202016,30 – 40,0,0,0,0,5,5
BEL,202016,40 – 50,0,0,0,0,7,7
BEL,202016,50 – 60,0,0,0,0,11,11
BEL,202016,60 – 70,0,0,0,0,7,7
BEL,202016,70 – 80,0,0,0,0,11,11
BEL,202016,>= 80,0,0,0,0,36,36
BEL,202017,20 – 30,0,0,0,0,7,7
BEL,202017,30 – 40,0,0,0,0,2,2
BEL,202017,40 – 50,0,0,0,0,8,8
BEL,202017,50 – 60,0,0,0,0,5,5
BEL,202017,60 – 70,0,0,0,0,3,3
BEL,202017,70 – 80,0,0,0,0,5,5
BEL,202017,>= 80,0,0,0,0,9,9
BEL,202018,20 – 30,0,0,0,0,4,4
BEL,202018,30 – 40,0,0,0,0,8,8
BEL,202018,40 – 50,0,0,0,0,13,13
BEL,202018,50 – 60,0,0,0,0,11,11
BEL,202018,60 – 70,0,0,0,0,6,6
BEL,202018,70 – 80,0,0,0,0,6,6
BEL,202018,>= 80,0,0,0,0,17,17
BEL,202019,10 – 20,0,0,0,0,2,2
BEL,202019,20 – 30,0,0,0,0,5,5
BEL,202019,30 – 40,0,0,0,0,6,6
BEL,202019,40 – 50,0,0,0,0,6,6
BEL,202019,50 – 60,0,0,0,0,11,11
BEL,202019,60 – 70,0,0,0,0,4,4
BEL,202019,70 – 80,0,0,0,0,4,4
BEL,202019,>= 80,0,0,0,0,20,20
BEL,202020,10 – 20,0,0,0,0,2,2
BEL,202020,20 – 30,0,0,0,0,4,4
BEL,202020,30 – 40,0,0,0,0,6,6
BEL,202020,40 – 50,0,0,0,0,4,4
BEL,202020,50 – 60,0,0,0,0,5,5
BEL,202020,60 – 70,0,0,0,0,8,8
BEL,202020,70 – 80,0,0,0,0,6,6
BEL,202020,>= 80,0,0,0,0,17,17
BEL,202021,20 – 30,0,0,0,0,3,3
BEL,202021,40 – 50,0,0,0,0,3,3
BEL,202021,50 – 60,0,0,0,0,5,5
BEL,202021,60 – 70,0,0,0,0,2,2
BEL,202021,70 – 80,0,0,0,0,2,2
BEL,202021,>= 80,0,0,0,0,9,9
BEL,202022,30 – 40,0,0,0,0,2,2
BEL,202022,40 – 50,0,0,0,0,2,2
BEL,202022,>= 80,0,0,0,0,3,3
BEL,202023,10 – 20,0,0,0,0,1,1
BEL,202023,50 – 60,0,0,0,0,1,1
BEL,202023,60 – 70,0,0,0,0,1,1
BEL,202023,>= 80,0,0,0,0,1,1
BEL,202024,20 – 30,0,0,0,0,1,1
BEL,202024,30 – 40,0,0,0,0,1,1
BEL,202024,40 – 50,0,0,0,0,2,2
BEL,202024,5 – 10,0,0,0,0,1,1
BEL,202024,50 – 60,0,0,0,0,2,2
BEL,202024,60 – 70,0,0,0,0,1,1
BEL,202025,1 – 5,0,0,0,0,1,1
BEL,202025,10 – 20,0,0,0,0,2,2
BEL,202025,20 – 30,0,0,0,0,5,5
BEL,202025,30 – 40,0,0,0,0,3,3
