Country,Week,Age_group,Alpha,Beta,Delta,Omicron BA.1,Omicron BA.2,Other_variants,Total
NOR,202012,40 – 50,0,0,0,0,0,1,1
NOR,202038,30 – 40,0,0,0,0,0,1,1
NOR,202039,>= 80,0,0,0,0,0,1,1
