Country,Week,Gender,Alpha,Beta,Delta,Omicron,Other_variants,Total
QAT,202133,Male,0,0,148,0,0,148
QAT,202134,Female,0,0,129,0,0,129
QAT,202134,Male,0,0,144,0,0,144
QAT,202135,Female,0,0,54,0,0,54
QAT,202135,Male,0,0,135,0,0,135
QAT,202136,Female,0,0,34,0,0,34
QAT,202136,Male,0,0,102,0,0,102
QAT,202137,Female,0,0,19,0,0,19
QAT,202137,Male,0,0,39,0,0,39
QAT,202138,Female,0,0,38,0,0,38
QAT,202138,Male,0,0,37,0,0,37
QAT,202139,Female,0,0,10,0,0,10
QAT,202139,Male,0,0,11,0,0,11
QAT,202140,Female,0,0,6,0,0,6
QAT,202140,Male,0,0,2,0,0,2
QAT,202141,Female,0,0,1,0,0,1
QAT,202141,Male,0,0,2,0,0,2
QAT,202142,Female,1,0,12,0,0,13
QAT,202142,Male,0,0,14,0,0,14
QAT,202143,Female,0,0,11,0,0,11
QAT,202143,Male,0,0,11,0,0,11
QAT,202144,Female,0,0,13,0,0,13
QAT,202144,Male,0,0,18,0,0,18
QAT,202145,Female,0,0,20,0,0,20
QAT,202145,Male,0,0,23,0,0,23
QAT,202146,Female,0,0,15,0,0,15
QAT,202146,Male,0,0,19,0,0,19
QAT,202147,Female,0,0,36,1,1,38
QAT,202147,Male,0,0,32,0,0,32
QAT,202148,Female,0,0,19,0,3,22
QAT,202148,Male,0,0,36,0,0,36
QAT,202149,Female,0,0,25,8,1,34
QAT,202149,Male,0,0,34,4,2,40
QAT,202150,Female,0,0,18,4,1,23
QAT,202150,Male,0,0,12,5,0,17
QAT,202151,Female,0,0,4,7,0,11
QAT,202151,Male,0,0,3,15,0,18
QAT,202152,Female,0,0,0,17,0,17
QAT,202152,Male,0,0,1,32,0,33
QAT,202201,Female,0,0,2,23,0,25
QAT,202201,Male,0,0,1,36,0,37
QAT,202202,Female,0,0,0,30,2,32
QAT,202202,Male,0,0,0,34,3,37
QAT,202203,Female,0,0,0,25,15,40
QAT,202203,Male,0,0,0,19,20,39
