Country,Week,Gender,Alpha,Beta,Delta,Omicron BA.1,Omicron BA.2,Other_variants,Total
IDN,202010,Female,0,0,0,0,0,4,4
IDN,202010,Male,0,0,0,0,0,2,2
IDN,202011,Female,0,0,0,0,0,1,1
IDN,202011,Male,0,0,0,0,0,1,1
IDN,202012,Female,0,0,0,0,0,3,3
IDN,202012,Male,0,0,0,0,0,4,4
IDN,202013,Female,0,0,0,0,0,4,4
IDN,202013,Male,0,0,0,0,0,10,10
IDN,202014,Female,0,0,0,0,0,3,3
IDN,202014,Male,0,0,0,0,0,6,6
IDN,202015,Female,0,0,0,0,0,5,5
IDN,202015,Male,0,0,0,0,0,5,5
IDN,202016,Female,0,0,0,0,0,3,3
IDN,202016,Male,0,0,0,0,0,8,8
IDN,202017,Female,0,0,0,0,0,4,4
IDN,202017,Male,0,0,0,0,0,4,4
IDN,202018,Female,0,0,0,0,0,4,4
IDN,202018,Male,0,0,0,0,0,2,2
IDN,202019,Female,0,0,0,0,0,2,2
IDN,202019,Male,0,0,0,0,0,3,3
IDN,202020,Female,0,0,0,0,0,2,2
IDN,202020,Male,0,0,0,0,0,3,3
IDN,202021,Female,0,0,0,0,0,3,3
IDN,202021,Male,0,0,0,0,0,4,4
IDN,202022,Male,0,0,0,0,0,4,4
IDN,202023,Female,0,0,0,0,0,3,3
IDN,202023,Male,0,0,0,0,0,11,11
IDN,202024,Female,0,0,0,0,0,7,7
IDN,202024,Male,0,0,0,0,0,4,4
IDN,202025,Female,0,0,0,0,0,6,6
IDN,202025,Male,0,0,0,0,0,11,11
IDN,202026,Female,0,0,0,0,0,4,4
IDN,202026,Male,0,0,0,0,0,5,5
IDN,202027,Female,0,0,0,0,0,1,1
IDN,202027,Male,0,0,0,0,0,3,3
IDN,202028,Female,0,0,0,0,0,2,2
IDN,202028,Male,0,0,0,0,0,5,5
IDN,202029,Female,0,0,0,0,0,3,3
IDN,202029,Male,0,0,0,0,0,8,8
IDN,202030,Female,0,0,0,0,0,3,3
IDN,202030,Male,0,0,0,0,0,12,12
IDN,202031,Female,0,0,2,0,0,0,2
IDN,202031,Male,0,0,3,0,0,8,11
IDN,202032,Female,0,0,0,0,0,5,5
IDN,202032,Male,0,0,0,0,0,8,8
IDN,202033,Female,0,0,0,0,0,3,3
IDN,202033,Male,0,0,0,0,0,11,11
IDN,202034,Female,0,0,0,0,0,7,7
IDN,202034,Male,0,0,0,0,0,13,13
IDN,202035,Female,0,0,0,0,0,3,3
IDN,202035,Male,0,0,0,0,0,2,2
IDN,202036,Female,0,0,0,0,0,8,8
IDN,202036,Male,0,0,0,0,0,11,11
IDN,202037,Female,0,0,0,0,0,11,11
IDN,202037,Male,0,0,0,0,0,11,11
IDN,202038,Female,0,0,0,0,0,5,5
IDN,202038,Male,0,0,0,0,0,6,6
IDN,202039,Female,0,0,0,0,0,5,5
IDN,202039,Male,0,0,0,0,0,6,6
IDN,202040,Female,0,0,0,0,0,3,3
IDN,202040,Male,0,0,0,0,0,11,11
IDN,202041,Female,0,0,0,0,0,7,7
IDN,202041,Male,0,0,0,0,0,8,8
IDN,202042,Female,0,0,0,0,0,15,15
IDN,202042,Male,0,0,0,0,0,8,8
IDN,202043,Female,0,0,0,0,0,16,16
IDN,202043,Male,0,0,0,0,0,15,15
IDN,202044,Female,0,0,0,0,0,13,13
IDN,202044,Male,0,0,0,0,0,6,6
IDN,202045,Female,0,0,0,0,0,20,20
IDN,202045,Male,0,0,0,0,0,6,6
IDN,202046,Female,0,0,0,0,0,41,41
IDN,202046,Male,0,0,0,0,0,14,14
IDN,202047,Female,0,0,0,0,0,21,21
IDN,202047,Male,0,0,0,0,0,14,14
IDN,202048,Female,0,0,0,0,0,21,21
IDN,202048,Male,0,0,0,0,0,12,12
IDN,202049,Female,0,0,0,0,0,29,29
IDN,202049,Male,0,0,0,0,0,16,16
IDN,202050,Female,0,0,0,0,0,37,37
IDN,202050,Male,0,0,0,0,0,31,31
IDN,202051,Female,0,0,0,0,0,25,25
IDN,202051,Male,0,0,0,0,0,15,15
IDN,202052,Female,0,0,0,0,0,29,29
IDN,202052,Male,0,0,0,0,0,22,22
IDN,202053,Female,0,0,0,0,0,55,55
IDN,202053,Male,0,0,0,0,0,52,52
IDN,202101,Female,2,0,3,0,0,148,153
IDN,202101,Male,0,0,4,0,0,100,104
IDN,202102,Female,0,0,1,0,0,117,118
IDN,202102,Male,0,0,2,0,0,108,110
IDN,202103,Female,0,0,0,0,0,87,87
IDN,202103,Male,0,0,0,0,0,95,95
IDN,202104,Female,0,0,0,0,0,72,72
IDN,202104,Male,1,2,0,0,0,54,57
IDN,202105,Female,2,0,0,0,0,58,60
IDN,202105,Male,0,0,1,0,0,60,61
IDN,202106,Female,1,0,2,0,0,38,41
IDN,202106,Male,2,0,1,0,0,29,32
IDN,202107,Female,1,0,0,0,0,55,56
IDN,202107,Male,0,0,0,0,0,69,69
IDN,202108,Female,2,0,0,0,0,80,82
IDN,202108,Male,0,0,0,0,0,66,66
IDN,202109,Female,0,0,0,0,0,75,75
IDN,202109,Male,0,0,0,0,0,68,68
IDN,202110,Female,1,1,1,0,0,62,65
IDN,202110,Male,2,0,2,0,0,62,66
IDN,202111,Female,0,0,1,0,0,55,56
IDN,202111,Male,0,0,2,0,0,72,74
IDN,202112,Female,0,0,1,0,0,68,69
IDN,202112,Male,0,0,1,0,0,43,44
IDN,202113,Female,2,0,3,0,0,25,30
IDN,202113,Male,0,1,1,0,0,33,35
IDN,202114,Female,2,0,4,0,0,61,67
IDN,202114,Male,0,0,10,0,0,45,55
IDN,202115,Female,0,0,2,0,0,31,33
IDN,202115,Male,0,1,3,0,0,40,44
IDN,202116,Female,3,0,4,0,0,50,57
IDN,202116,Male,1,0,4,0,0,49,54
IDN,202117,Female,5,1,2,0,0,50,58
IDN,202117,Male,7,0,15,0,0,54,76
IDN,202118,Female,1,1,4,0,0,63,69
IDN,202118,Male,3,7,8,0,0,95,113
IDN,202119,Female,8,1,5,0,0,65,79
IDN,202119,Male,3,2,5,0,0,62,72
IDN,202120,Female,2,0,6,0,0,124,132
IDN,202120,Male,1,1,12,0,0,104,118
IDN,202121,Female,3,1,63,0,0,73,140
IDN,202121,Male,4,1,53,0,0,83,141
IDN,202122,Female,7,2,115,0,0,90,214
IDN,202122,Male,2,0,82,0,0,62,146
IDN,202123,Female,0,0,127,0,0,47,174
IDN,202123,Male,3,0,137,0,0,50,190
IDN,202124,Female,0,0,207,0,0,47,254
IDN,202124,Male,1,0,199,0,0,47,247
